lad_code,lad_name,stp_code,stp_name,itl3_code,itl3_name,itl2_code,itl2_name,itl1_code,itl1_name,n_lsoa,mean_imd_score,median_imd_score,mean_lsoa_imd_decile,lad_imd_rank,lad_imd_decile
E09000001,City of London,E54000029,East London Health and Care Partnership,TLI31,Camden and City of London,TLI3,Inner London - West,TLI,London,6,14.805,14.712499999999999,6.666666666666667,208,7
E09000002,Barking and Dagenham,E54000029,East London Health and Care Partnership,TLI52,Barking & Dagenham and Havering,TLI5,Outer London - East and North East,TLI,London,110,32.883472727272725,33.7,2.6818181818181817,19,1
E09000003,Barnet,E54000028,North London Partners in Health and Care,TLI71,Barnet,TLI7,Outer London - West and North West,TLI,London,211,15.953625592417062,13.565,6.383886255924171,189,7
E09000004,Bexley,E54000030,Our Healthier South East London,TLI51,Bexley and Greenwich,TLI5,Outer London - East and North East,TLI,London,146,15.88236301369863,12.932500000000001,6.506849315068493,193,7
E09000005,Brent,E54000027,North West London Health and Care Partnership,TLI72,Brent,TLI7,Outer London - West and North West,TLI,London,173,25.19985549132948,22.985,4.1618497109826595,80,3
E09000006,Bromley,E54000030,Our Healthier South East London,TLI61,Bromley,TLI6,Outer London - South,TLI,London,197,13.969446700507614,10.214,7.1065989847715745,223,8
E09000007,Camden,E54000028,North London Partners in Health and Care,TLI31,Camden and City of London,TLI3,Inner London - West,TLI,London,133,19.981052631578947,18.925,5.406015037593985,136,5
E09000008,Croydon,E54000031,South West London Health and Care Partnership,TLI62,Croydon,TLI6,Outer London - South,TLI,London,220,21.957304545454544,20.552500000000002,5.022727272727272,113,4
E09000009,Ealing,E54000027,North West London Health and Care Partnership,TLI73,Ealing,TLI7,Outer London - West and North West,TLI,London,196,22.552739795918367,21.4955,4.795918367346939,104,4
E09000010,Enfield,E54000028,North London Partners in Health and Care,TLI54,Enfield,TLI5,Outer London - East and North East,TLI,London,183,25.403448087431695,26.291,4.382513661202187,75,3
E09000011,Greenwich,E54000030,Our Healthier South East London,TLI51,Bexley and Greenwich,TLI5,Outer London - East and North East,TLI,London,151,24.27517880794702,23.247,4.317880794701987,89,3
E09000012,Hackney,E54000029,East London Health and Care Partnership,TLI41,Hackney and Newham,TLI4,Inner London - East,TLI,London,144,32.86820138888889,32.1245,2.7430555555555554,21,1
E09000013,Hammersmith and Fulham,E54000027,North West London Health and Care Partnership,TLI33,Kensington & Chelsea and Hammersmith & Fulham,TLI3,Inner London - West,TLI,London,113,22.326221238938054,20.791,4.823008849557523,106,4
E09000014,Haringey,E54000028,North London Partners in Health and Care,TLI43,Haringey and Islington,TLI4,Inner London - East,TLI,London,145,27.5872,26.984,3.903448275862069,53,2
E09000015,Harrow,E54000027,North West London Health and Care Partnership,TLI74,Harrow and Hillingdon,TLI7,Outer London - West and North West,TLI,London,137,14.860883211678832,13.901,6.554744525547444,207,7
E09000016,Havering,E54000029,East London Health and Care Partnership,TLI52,Barking & Dagenham and Havering,TLI5,Outer London - East and North East,TLI,London,150,16.35052,13.8735,6.346666666666667,182,6
E09000017,Hillingdon,E54000027,North West London Health and Care Partnership,TLI74,Harrow and Hillingdon,TLI7,Outer London - West and North West,TLI,London,161,17.839329192546586,17.74,5.906832298136645,165,6
E09000018,Hounslow,E54000027,North West London Health and Care Partnership,TLI75,Hounslow and Richmond upon Thames,TLI7,Outer London - West and North West,TLI,London,142,21.371711267605633,20.253500000000003,4.830985915492957,122,4
E09000019,Islington,E54000028,North London Partners in Health and Care,TLI43,Haringey and Islington,TLI4,Inner London - East,TLI,London,123,27.706040650406504,27.776,3.6422764227642275,51,2
E09000020,Kensington and Chelsea,E54000027,North West London Health and Care Partnership,TLI33,Kensington & Chelsea and Hammersmith & Fulham,TLI3,Inner London - West,TLI,London,103,22.019300970873786,18.046,5.2135922330097095,112,4
E09000021,Kingston upon Thames,E54000031,South West London Health and Care Partnership,TLI63,"Merton, Kingston upon Thames and Sutton",TLI6,Outer London - South,TLI,London,98,11.303244897959184,9.8155,7.622448979591836,271,9
E09000022,Lambeth,E54000030,Our Healthier South East London,TLI45,Lambeth,TLI4,Inner London - East,TLI,London,178,25.797247191011234,25.234499999999997,3.949438202247191,71,3
E09000023,Lewisham,E54000030,Our Healthier South East London,TLI44,Lewisham and Southwark,TLI4,Inner London - East,TLI,London,169,26.869360946745562,26.957,3.7633136094674553,62,2
E09000024,Merton,E54000031,South West London Health and Care Partnership,TLI63,"Merton, Kingston upon Thames and Sutton",TLI6,Outer London - South,TLI,London,124,14.347330645161291,12.298,6.887096774193548,216,7
E09000025,Newham,E54000029,East London Health and Care Partnership,TLI41,Hackney and Newham,TLI4,Inner London - East,TLI,London,164,29.771079268292684,29.2025,3.091463414634146,41,2
E09000026,Redbridge,E54000029,East London Health and Care Partnership,TLI53,Redbridge and Waltham Forest,TLI5,Outer London - East and North East,TLI,London,161,16.907850931677018,16.218,5.987577639751553,176,6
E09000027,Richmond upon Thames,E54000031,South West London Health and Care Partnership,TLI75,Hounslow and Richmond upon Thames,TLI7,Outer London - West and North West,TLI,London,115,9.423121739130435,7.46,8.321739130434782,289,10
E09000028,Southwark,E54000030,Our Healthier South East London,TLI44,Lewisham and Southwark,TLI4,Inner London - East,TLI,London,166,26.041289156626505,27.3115,4.024096385542169,70,3
E09000029,Sutton,E54000031,South West London Health and Care Partnership,TLI63,"Merton, Kingston upon Thames and Sutton",TLI6,Outer London - South,TLI,London,121,13.820280991735537,11.154,7.099173553719008,225,8
E09000030,Tower Hamlets,E54000029,East London Health and Care Partnership,TLI42,Tower Hamlets,TLI4,Inner London - East,TLI,London,144,27.970458333333333,28.7085,3.680555555555555,49,2
E09000031,Waltham Forest,E54000029,East London Health and Care Partnership,TLI53,Redbridge and Waltham Forest,TLI5,Outer London - East and North East,TLI,London,144,25.136930555555555,24.385,4.076388888888889,82,3
E09000032,Wandsworth,E54000031,South West London Health and Care Partnership,TLI34,Wandsworth,TLI3,Inner London - West,TLI,London,179,16.420262569832403,15.181,6.212290502793296,181,6
E09000033,Westminster,E54000027,North West London Health and Care Partnership,TLI32,Westminster,TLI3,Inner London - West,TLI,London,128,20.33184375,18.296999999999997,5.453125,132,5
